water,carbohydrates,zinc,vitamin D,vitamin B12,vitamin C,calcium,iron,density,fatty acid,vitamin K,vitamin E,protein,quality
11.6,0.47,0.86,0.44,1.6,0.147,36,51,0.99836,0.86,0.147,0.47,9.9,4
8.8,0.685,0.47,0.26,1.6,0.088,16,23,0.99694,0.47,0.088,0.685,9.4,5
7.6,0.665,0.51,0.1,1.5,0.066,27,55,0.99655,0.51,0.066,0.665,9.3,5
6.7,0.28,0.39,0.28,2.4,0.012,36,100,0.99064,0.39,0.012,0.28,11.7,7
6.7,0.28,0.39,0.28,2.4,0.012,36,100,0.99064,0.39,0.012,0.28,11.7,7
10.1,0.31,0.83,0.35,1.6,0.075,9,28,0.99672,0.83,0.075,0.31,11.2,7
6,0.5,0.47,0.04,2.2,0.092,13,26,0.99647,0.47,0.092,0.5,10,5
11.1,0.42,0.77,0.47,2.65,0.085,9,34,0.99736,0.77,0.085,0.42,12.1,7
6.6,0.66,0.63,0,3,0.115,21,31,0.99629,0.63,0.115,0.66,10.3,5
10.6,0.5,0.72,0.45,2.6,0.119,34,68,0.99708,0.72,0.119,0.5,10.9,6
7.1,0.685,0.62,0.35,2,0.088,9,92,0.9963,0.62,0.088,0.685,9.4,5
9.9,0.25,0.83,0.46,1.7,0.062,26,42,0.9959,0.83,0.062,0.25,10.6,6
6.4,0.64,0.66,0.21,1.8,0.081,14,31,0.99689,0.66,0.081,0.64,9.8,5
6.4,0.64,0.66,0.21,1.8,0.081,14,31,0.99689,0.66,0.081,0.64,9.8,5
7.4,0.68,0.7,0.16,1.8,0.078,12,39,0.9977,0.7,0.078,0.68,9.9,6
6.4,0.64,0.66,0.21,1.8,0.081,14,31,0.99689,0.66,0.081,0.64,9.8,5
6.4,0.63,0.66,0.21,1.6,0.08,12,32,0.99689,0.66,0.08,0.63,9.8,5
9.3,0.43,0.55,0.44,1.9,0.085,9,22,0.99708,0.55,0.085,0.43,9.5,5
9.3,0.43,0.55,0.44,1.9,0.085,9,22,0.99708,0.55,0.085,0.43,9.5,5
8,0.42,1.07,0.32,2.5,0.08,26,122,0.99801,1.07,0.08,0.42,9.7,5
9.3,0.36,0.73,0.39,1.5,0.08,41,55,0.99652,0.73,0.08,0.36,10.9,6
9.3,0.36,0.73,0.39,1.5,0.08,41,55,0.99652,0.73,0.08,0.36,10.9,6
7.6,0.735,0.71,0.02,2.5,0.071,10,14,0.99538,0.71,0.071,0.735,11.7,7
9.3,0.36,0.73,0.39,1.5,0.08,41,55,0.99652,0.73,0.08,0.36,10.9,6
8.2,0.26,0.78,0.34,2.5,0.073,16,47,0.99594,0.78,0.073,0.26,11.3,7
11.7,0.28,0.67,0.47,1.7,0.054,17,32,0.99686,0.67,0.054,0.28,10.6,7
6.8,0.56,0.82,0.22,1.8,0.074,15,24,0.99438,0.82,0.074,0.56,11.2,6
7.2,0.62,0.54,0.06,2.7,0.077,15,85,0.99746,0.54,0.077,0.62,9.5,5
5.8,1.01,0.6,0.66,2,0.039,15,88,0.99357,0.6,0.039,1.01,11.5,6
7.5,0.42,0.44,0.32,2.7,0.067,7,25,0.99628,0.44,0.067,0.42,10.4,5
7.2,0.62,0.53,0.06,2.5,0.078,17,84,0.99746,0.53,0.078,0.62,9.7,5
7.2,0.62,0.54,0.06,2.7,0.077,15,85,0.99746,0.54,0.077,0.62,9.5,5
7.2,0.635,0.54,0.07,2.6,0.077,16,86,0.99748,0.54,0.077,0.635,9.7,5
6.8,0.49,0.83,0.22,2.3,0.071,13,24,0.99438,0.83,0.071,0.49,11.3,6
6.9,0.51,0.84,0.23,2,0.072,13,22,0.99438,0.84,0.072,0.51,11.2,6
6.8,0.56,0.82,0.22,1.8,0.074,15,24,0.99438,0.82,0.074,0.56,11.2,6
7.6,0.63,0.64,0.03,2,0.08,27,43,0.99578,0.64,0.08,0.63,10.9,6
7.7,0.715,0.57,0.01,2.1,0.064,31,43,0.99371,0.57,0.064,0.715,11.8,6
6.9,0.56,0.57,0.03,1.5,0.086,36,46,0.99522,0.57,0.086,0.56,10.6,5
7.3,0.35,0.54,0.24,2,0.067,28,48,0.99576,0.54,0.067,0.35,10,4
9.1,0.21,0.58,0.37,1.6,0.067,6,10,0.99552,0.58,0.067,0.21,11.1,7
10.4,0.38,0.65,0.46,2.1,0.104,6,10,0.99664,0.65,0.104,0.38,11.8,7
8.8,0.31,0.79,0.4,2.8,0.109,7,16,0.99614,0.79,0.109,0.31,11.8,7
7.1,0.47,0.58,0,2.2,0.067,7,14,0.99517,0.58,0.067,0.47,10.9,4
7.7,0.715,0.57,0.01,2.1,0.064,31,43,0.99371,0.57,0.064,0.715,11.8,6
8.8,0.61,0.5,0.19,4,0.094,30,69,0.99787,0.5,0.094,0.61,10,6
7.2,0.6,0.55,0.04,2.5,0.076,18,88,0.99745,0.55,0.076,0.6,9.5,5
9.2,0.56,0.49,0.18,1.6,0.078,10,21,0.99576,0.49,0.078,0.56,9.9,5
7.6,0.715,0.65,0,2.1,0.068,30,35,0.99533,0.65,0.068,0.715,11.4,6
8.4,0.31,0.78,0.29,3.1,0.194,14,26,0.99536,0.78,0.194,0.31,12,6
7.2,0.6,0.55,0.04,2.5,0.076,18,88,0.99745,0.55,0.076,0.6,9.5,5
8.8,0.61,0.5,0.19,4,0.094,30,69,0.99787,0.5,0.094,0.61,10,6
8.9,0.75,0.64,0.14,2.5,0.086,9,30,0.99824,0.64,0.086,0.75,10.5,5
9,0.8,0.65,0.12,2.4,0.083,8,28,0.99836,0.65,0.083,0.8,10.4,6
10.7,0.52,0.79,0.38,2.6,0.066,29,56,0.99577,0.79,0.066,0.52,12.1,7
6.8,0.57,0.56,0,2.5,0.072,32,64,0.99491,0.56,0.072,0.57,11.2,6
10.7,0.9,0.68,0.34,6.6,0.112,23,99,1.00289,0.68,0.112,0.9,9.3,5
7.2,0.34,0.58,0.24,2,0.071,30,52,0.99576,0.58,0.071,0.34,10.1,5
7.2,0.66,0.57,0.03,2.3,0.078,16,86,0.99743,0.57,0.078,0.66,9.7,5
10.1,0.45,0.65,0.23,1.9,0.082,10,18,0.99774,0.65,0.082,0.45,9.3,6
7.2,0.66,0.57,0.03,2.3,0.078,16,86,0.99743,0.57,0.078,0.66,9.7,5
7.2,0.63,0.58,0.03,2.2,0.08,17,88,0.99745,0.58,0.08,0.63,9.8,6
7.1,0.59,0.58,0.01,2.3,0.08,27,43,0.9955,0.58,0.08,0.59,10.7,6
8.3,0.31,0.77,0.39,2.4,0.078,17,43,0.99444,0.77,0.078,0.31,12.5,7
7.1,0.59,0.58,0.01,2.3,0.08,27,43,0.9955,0.58,0.08,0.59,10.7,6
8.3,0.31,0.77,0.39,2.4,0.078,17,43,0.99444,0.77,0.078,0.31,12.5,7
8.3,1.02,0.49,0.02,3.4,0.084,6,11,0.99892,0.49,0.084,1.02,11,3
8.9,0.31,0.69,0.36,2.6,0.056,10,39,0.99562,0.69,0.056,0.31,11.8,5
7.4,0.635,0.69,0.1,2.4,0.08,16,33,0.99736,0.69,0.08,0.635,10.8,7
7.4,0.635,0.69,0.1,2.4,0.08,16,33,0.99736,0.69,0.08,0.635,10.8,7
6.8,0.59,0.59,0.06,6,0.06,11,18,0.9962,0.59,0.06,0.59,10.8,7
6.8,0.59,0.59,0.06,6,0.06,11,18,0.9962,0.59,0.06,0.59,10.8,7
9.2,0.58,0.59,0.2,3,0.081,15,115,0.998,0.59,0.081,0.58,9.5,5
7.2,0.54,0.71,0.27,2.6,0.084,12,78,0.9964,0.71,0.084,0.54,11,5
6.1,0.56,0.54,0,2.2,0.079,6,9,0.9948,0.54,0.079,0.56,11.5,6
7.4,0.52,0.59,0.13,2.4,0.078,34,61,0.99528,0.59,0.078,0.52,10.8,6
7.3,0.305,0.52,0.39,1.2,0.059,7,11,0.99331,0.52,0.059,0.305,11.5,6
9.3,0.38,0.57,0.48,3.8,0.132,3,11,0.99577,0.57,0.132,0.38,13.2,6
9.1,0.28,0.6,0.46,9,0.114,3,9,0.99901,0.6,0.114,0.28,10.9,6
10,0.46,0.62,0.44,2.9,0.065,4,8,0.99674,0.62,0.065,0.46,12.2,6
9.4,0.395,0.64,0.46,4.6,0.094,3,10,0.99639,0.64,0.094,0.395,12.2,7
7.3,0.305,0.52,0.39,1.2,0.059,7,11,0.99331,0.52,0.059,0.305,11.5,6
8.6,0.315,0.67,0.4,2.2,0.079,3,6,0.99512,0.67,0.079,0.315,11.9,6
5.3,0.715,0.61,0.19,1.5,0.161,7,62,0.99395,0.61,0.161,0.715,11,5
6.8,0.41,0.64,0.31,8.8,0.084,26,45,0.99824,0.64,0.084,0.41,10.1,6
8.4,0.36,0.72,0.32,2.2,0.081,32,79,0.9964,0.72,0.081,0.36,11,6
8.4,0.62,0.89,0.12,1.8,0.072,38,46,0.99504,0.89,0.072,0.62,11.8,6
9.6,0.41,0.56,0.37,2.3,0.091,10,23,0.99786,0.56,0.091,0.41,10.5,5
8.4,0.36,0.72,0.32,2.2,0.081,32,79,0.9964,0.72,0.081,0.36,11,6
8.4,0.62,0.89,0.12,1.8,0.072,38,46,0.99504,0.89,0.072,0.62,11.8,6
6.8,0.41,0.64,0.31,8.8,0.084,26,45,0.99824,0.64,0.084,0.41,10.1,6
8.6,0.47,0.8,0.27,2.3,0.055,14,28,0.99516,0.8,0.055,0.47,11.2,5
8.6,0.22,0.87,0.36,1.9,0.064,53,77,0.99604,0.87,0.064,0.22,11,7
9.4,0.24,0.9,0.33,2.3,0.061,52,73,0.99786,0.9,0.061,0.24,10.2,6
8.4,0.67,0.59,0.19,2.2,0.093,11,75,0.99736,0.59,0.093,0.67,9.2,4
8.6,0.47,0.8,0.27,2.3,0.055,14,28,0.99516,0.8,0.055,0.47,11.2,5
8.7,0.33,0.73,0.38,3.3,0.063,10,19,0.99468,0.73,0.063,0.33,12,7
6.6,0.61,0.73,0.01,1.9,0.08,8,25,0.99746,0.73,0.08,0.61,10.5,5
7.4,0.61,0.65,0.01,2,0.074,13,38,0.99748,0.65,0.074,0.61,9.8,5
7.6,0.4,0.59,0.29,1.9,0.078,29,66,0.9971,0.59,0.078,0.4,9.5,6
7.4,0.61,0.65,0.01,2,0.074,13,38,0.99748,0.65,0.074,0.61,9.8,5
6.6,0.61,0.73,0.01,1.9,0.08,8,25,0.99746,0.73,0.08,0.61,10.5,5
8.8,0.3,0.72,0.38,2.3,0.06,19,72,0.99543,0.72,0.06,0.3,11.8,6
8.8,0.3,0.72,0.38,2.3,0.06,19,72,0.99543,0.72,0.06,0.3,11.8,6
12,0.63,0.6,0.5,1.4,0.071,6,26,0.99791,0.6,0.071,0.63,10.4,4
7.2,0.38,0.72,0.38,2.8,0.068,23,42,0.99356,0.72,0.068,0.38,12.9,7
6.2,0.46,0.54,0.17,1.6,0.073,7,11,0.99425,0.54,0.073,0.46,11.4,5
9.6,0.33,0.76,0.52,2.2,0.074,13,25,0.99509,0.76,0.074,0.33,12.4,7
9.9,0.27,0.52,0.49,5,0.082,9,17,0.99484,0.52,0.082,0.27,12.5,7
10.1,0.43,0.64,0.4,2.6,0.092,13,52,0.99834,0.64,0.092,0.43,10,7
9.8,0.5,0.6,0.34,2.3,0.094,10,45,0.99864,0.6,0.094,0.5,9.7,7
8.3,0.3,0.64,0.49,3.8,0.09,11,24,0.99498,0.64,0.09,0.3,12.1,7
10.2,0.44,0.79,0.42,2,0.071,7,20,0.99566,0.79,0.071,0.44,11.1,7
10.2,0.44,0.99,0.58,4.1,0.092,11,24,0.99745,0.99,0.092,0.44,12,7
8.3,0.28,0.62,0.48,2.1,0.093,6,12,0.99408,0.62,0.093,0.28,12.4,7
8.9,0.12,0.76,0.45,1.8,0.075,10,21,0.99552,0.76,0.075,0.12,11.9,7
8.9,0.12,0.76,0.45,1.8,0.075,10,21,0.99552,0.76,0.075,0.12,11.9,7
8.9,0.12,0.76,0.45,1.8,0.075,10,21,0.99552,0.76,0.075,0.12,11.9,7
8.3,0.28,0.62,0.48,2.1,0.093,6,12,0.99408,0.62,0.093,0.28,12.4,7
8.2,0.31,0.68,0.4,2.2,0.058,6,10,0.99536,0.68,0.058,0.31,11.2,7
10.2,0.34,0.69,0.48,2.1,0.052,5,9,0.99458,0.69,0.052,0.34,12.1,7
7.6,0.43,0.54,0.4,2.7,0.082,6,11,0.99538,0.54,0.082,0.43,12.2,6
8.5,0.21,0.67,0.52,1.9,0.09,9,23,0.99648,0.67,0.09,0.21,10.4,5
9,0.36,0.62,0.52,2.1,0.111,5,10,0.99568,0.62,0.111,0.36,11.3,6
9.5,0.37,0.58,0.52,2,0.088,12,51,0.99613,0.58,0.088,0.37,11.1,6
6.4,0.57,0.71,0.12,2.3,0.12,25,36,0.99519,0.71,0.12,0.57,11.3,7
8,0.59,0.61,0.05,2,0.089,12,32,0.99735,0.61,0.089,0.59,10,5
8.5,0.47,0.85,0.27,1.9,0.058,18,38,0.99518,0.85,0.058,0.47,11.1,6
7.1,0.56,0.62,0.14,1.6,0.078,7,18,0.99592,0.62,0.078,0.56,9.3,5
6.6,0.57,0.69,0.02,2.1,0.115,6,16,0.99654,0.69,0.115,0.57,9.5,5
8.8,0.27,0.69,0.39,2,0.1,20,27,0.99546,0.69,0.1,0.27,11.2,6
8.5,0.47,0.85,0.27,1.9,0.058,18,38,0.99518,0.85,0.058,0.47,11.1,6
8.3,0.34,0.86,0.4,2.4,0.065,24,48,0.99554,0.86,0.065,0.34,11,6
9,0.38,0.58,0.41,2.4,0.103,6,10,0.99604,0.58,0.103,0.38,11.9,7
8.5,0.66,0.48,0.2,2.1,0.097,23,113,0.99733,0.48,0.097,0.66,9.2,5
9,0.4,0.6,0.43,2.4,0.068,29,46,0.9943,0.6,0.068,0.4,12.2,6
6.7,0.56,0.61,0.09,2.9,0.079,7,22,0.99669,0.61,0.079,0.56,10.2,5
10.4,0.26,0.87,0.48,1.9,0.066,6,10,0.99724,0.87,0.066,0.26,10.9,6
10.4,0.26,0.87,0.48,1.9,0.066,6,10,0.99724,0.87,0.066,0.26,10.9,6
10.1,0.38,0.65,0.5,2.4,0.104,6,13,0.99643,0.65,0.104,0.38,11.6,7
8.5,0.34,0.63,0.44,1.7,0.079,6,12,0.99605,0.63,0.079,0.34,10.7,5
8.8,0.33,0.62,0.41,5.9,0.073,7,13,0.99658,0.62,0.073,0.33,12.1,7
7.2,0.41,0.52,0.3,2.1,0.083,35,72,0.997,0.52,0.083,0.41,9.4,5
7.2,0.41,0.52,0.3,2.1,0.083,35,72,0.997,0.52,0.083,0.41,9.4,5
8.4,0.59,0.5,0.29,2.6,0.109,31,119,0.99801,0.5,0.109,0.59,9.1,5
7,0.4,0.49,0.32,3.6,0.061,9,29,0.99416,0.49,0.061,0.4,11.3,7
12.2,0.45,0.63,0.49,1.4,0.075,3,6,0.9969,0.63,0.075,0.45,10.4,5
9.1,0.5,0.71,0.3,1.9,0.065,8,17,0.99774,0.71,0.065,0.5,10.5,6
9.5,0.86,0.62,0.26,1.9,0.079,13,28,0.99712,0.62,0.079,0.86,10,5
7.3,0.52,0.82,0.32,2.1,0.07,51,70,0.99418,0.82,0.07,0.52,12.9,6
9.1,0.5,0.71,0.3,1.9,0.065,8,17,0.99774,0.71,0.065,0.5,10.5,6
12.2,0.45,0.63,0.49,1.4,0.075,3,6,0.9969,0.63,0.075,0.45,10.4,5
7.4,0.58,0.58,0,2,0.064,7,11,0.99562,0.58,0.064,0.58,11.3,6
9.8,0.34,0.55,0.39,1.4,0.066,3,7,0.9947,0.55,0.066,0.34,11.4,7
7.1,0.36,0.5,0.3,1.6,0.08,35,70,0.99693,0.5,0.08,0.36,9.4,5
7.7,0.39,0.49,0.12,1.7,0.097,19,27,0.99596,0.49,0.097,0.39,9.4,5
9.7,0.295,0.51,0.4,1.5,0.073,14,21,0.99556,0.51,0.073,0.295,10.9,6
7.7,0.39,0.49,0.12,1.7,0.097,19,27,0.99596,0.49,0.097,0.39,9.4,5
7.1,0.34,0.48,0.28,2,0.082,31,68,0.99694,0.48,0.082,0.34,9.4,5
6.5,0.4,0.48,0.1,2,0.076,30,47,0.99554,0.48,0.076,0.4,9.4,6
7.1,0.34,0.48,0.28,2,0.082,31,68,0.99694,0.48,0.082,0.34,9.4,5
10,0.35,0.43,0.45,2.5,0.092,20,88,0.99918,0.43,0.092,0.35,9.4,5
7.7,0.6,0.62,0.06,2,0.079,19,41,0.99697,0.62,0.079,0.6,10.1,6
5.6,0.66,0.63,0,2.2,0.087,3,11,0.99378,0.63,0.087,0.66,12.8,7
5.6,0.66,0.63,0,2.2,0.087,3,11,0.99378,0.63,0.087,0.66,12.8,7
8.9,0.84,0.48,0.34,1.4,0.05,4,10,0.99554,0.48,0.05,0.84,9.1,6
6.4,0.69,0.53,0,1.65,0.055,7,12,0.99162,0.53,0.055,0.69,12.9,6
7.5,0.43,0.72,0.3,2.2,0.062,6,12,0.99495,0.72,0.062,0.43,11.5,7
9.9,0.35,0.82,0.38,1.5,0.058,31,47,0.99676,0.82,0.058,0.35,10.6,7
9.1,0.29,0.84,0.33,2.05,0.063,13,27,0.99516,0.84,0.063,0.29,11.7,7
6.8,0.36,0.55,0.32,1.8,0.067,4,8,0.9928,0.55,0.067,0.36,12.8,7
8.2,0.43,0.54,0.29,1.6,0.081,27,45,0.99603,0.54,0.081,0.43,10.3,5
6.8,0.36,0.55,0.32,1.8,0.067,4,8,0.9928,0.55,0.067,0.36,12.8,7
9.1,0.29,0.84,0.33,2.05,0.063,13,27,0.99516,0.84,0.063,0.29,11.7,7
9.1,0.3,0.84,0.34,2,0.064,12,25,0.99516,0.84,0.064,0.3,11.7,7
8.9,0.35,0.7,0.4,3.6,0.11,12,24,0.99549,0.7,0.11,0.35,12,7
9.6,0.5,0.68,0.36,2.8,0.116,26,55,0.99722,0.68,0.116,0.5,10.9,5
8.9,0.28,0.55,0.45,1.7,0.067,7,12,0.99354,0.55,0.067,0.28,12.3,7
8.9,0.32,0.55,0.31,2,0.088,12,19,0.9957,0.55,0.088,0.32,10.4,6
7.7,1.005,0.48,0.15,2.1,0.102,11,32,0.99604,0.48,0.102,1.005,10,5
7.5,0.71,0.58,0,1.6,0.092,22,31,0.99635,0.58,0.092,0.71,10,6
8,0.58,0.58,0.16,2,0.12,3,7,0.99454,0.58,0.12,0.58,11.2,6
10.5,0.39,0.84,0.46,2.2,0.075,14,27,0.99598,0.84,0.075,0.39,11.4,6
8.9,0.38,0.75,0.4,2.2,0.068,12,28,0.99486,0.75,0.068,0.38,12.6,7
8,0.18,0.44,0.37,0.9,0.049,36,109,0.99007,0.44,0.049,0.18,12.7,6
8,0.18,0.44,0.37,0.9,0.049,36,109,0.99007,0.44,0.049,0.18,12.7,6
7,0.5,0.61,0.14,1.8,0.078,10,23,0.99636,0.61,0.078,0.5,10.4,5
11.3,0.36,0.53,0.66,2.4,0.123,3,8,0.99642,0.53,0.123,0.36,11.9,6
11.3,0.36,0.53,0.66,2.4,0.123,3,8,0.99642,0.53,0.123,0.36,11.9,6
7,0.51,0.54,0.09,2.1,0.062,4,9,0.99584,0.54,0.062,0.51,10.5,5
8.2,0.32,0.55,0.42,2.3,0.098,3,9,0.99506,0.55,0.098,0.32,12.3,6
7.7,0.58,0.56,0.01,1.8,0.088,12,18,0.99568,0.56,0.088,0.58,10.5,7
8.6,0.83,0.6,0,2.8,0.095,17,43,0.99822,0.6,0.095,0.83,10.4,6
7.9,0.31,0.56,0.32,1.9,0.066,14,36,0.99364,0.56,0.066,0.31,12.6,6
6.4,0.795,0.52,0,2.2,0.065,28,52,0.99378,0.52,0.065,0.795,11.6,5
7.2,0.34,0.54,0.21,2.5,0.075,41,68,0.99586,0.54,0.075,0.34,10.1,6
7.7,0.58,0.56,0.01,1.8,0.088,12,18,0.99568,0.56,0.088,0.58,10.5,7
7.1,0.59,0.55,0,2.1,0.091,9,14,0.99488,0.55,0.091,0.59,11.5,7
7.3,0.55,0.58,0.01,1.8,0.093,9,15,0.99514,0.58,0.093,0.55,11,7
8.1,0.82,0.53,0,4.1,0.095,5,14,0.99854,0.53,0.095,0.82,9.6,5
7.5,0.57,0.59,0.08,2.6,0.089,14,27,0.99592,0.59,0.089,0.57,10.4,6
8.9,0.745,0.47,0.18,2.5,0.077,15,48,0.99739,0.47,0.077,0.745,9.7,6
10.1,0.37,0.65,0.34,2.4,0.085,5,17,0.99683,0.65,0.085,0.37,10.6,7
7.6,0.31,0.59,0.34,2.5,0.082,26,35,0.99356,0.59,0.082,0.31,12.5,7
7.3,0.91,0.56,0.1,1.8,0.074,20,56,0.99672,0.56,0.074,0.91,9.2,5
8.7,0.41,0.77,0.41,6.2,0.078,25,42,0.9953,0.77,0.078,0.41,12.6,7
8.9,0.5,0.83,0.21,2.2,0.088,21,39,0.99692,0.83,0.088,0.5,11.1,6
7.4,0.965,0.67,0,2.2,0.088,16,32,0.99756,0.67,0.088,0.965,10.2,5
6.9,0.49,0.64,0.19,1.7,0.079,13,26,0.99547,0.64,0.079,0.49,9.8,6
8.9,0.5,0.83,0.21,2.2,0.088,21,39,0.99692,0.83,0.088,0.5,11.1,6
9.5,0.39,0.81,0.41,8.9,0.069,18,39,0.99859,0.81,0.069,0.39,10.9,7
6.4,0.39,0.62,0.33,3.3,0.046,12,53,0.99294,0.62,0.046,0.39,12.2,6
6.9,0.44,0.58,0,1.4,0.07,32,38,0.99438,0.58,0.07,0.44,11.4,6
7.6,0.78,0.62,0,1.7,0.076,33,45,0.99612,0.62,0.076,0.78,10.7,6
7.1,0.43,0.64,0.17,1.8,0.082,27,51,0.99634,0.64,0.082,0.43,10.4,5
9.3,0.49,0.78,0.36,1.7,0.081,3,14,0.99702,0.78,0.081,0.49,10.9,6
9.3,0.5,0.77,0.36,1.8,0.084,6,17,0.99704,0.77,0.084,0.5,10.8,6
7.1,0.43,0.64,0.17,1.8,0.082,27,51,0.99634,0.64,0.082,0.43,10.4,5
8.5,0.46,1.34,0.59,1.4,0.414,16,45,0.99702,1.34,0.414,0.46,9.2,5
5.6,0.605,0.55,0.05,2.4,0.073,19,25,0.99258,0.55,0.073,0.605,12.9,5
8.3,0.33,0.77,0.42,2.3,0.07,9,20,0.99426,0.77,0.07,0.33,12.7,7
8.2,0.64,0.62,0.27,2,0.095,5,77,0.99747,0.62,0.095,0.64,9.1,6
8.2,0.64,0.62,0.27,2,0.095,5,77,0.99747,0.62,0.095,0.64,9.1,6
8.9,0.48,0.59,0.53,4,0.101,3,10,0.99586,0.59,0.101,0.48,12.1,7
7.6,0.42,0.57,0.25,3.9,0.104,28,90,0.99784,0.57,0.104,0.42,9.1,5
9.9,0.53,0.76,0.57,2.4,0.093,30,52,0.9971,0.76,0.093,0.53,11.6,7
8.9,0.48,0.59,0.53,4,0.101,3,10,0.99586,0.59,0.101,0.48,12.1,7
11.6,0.23,0.7,0.57,1.8,0.074,3,8,0.9981,0.7,0.074,0.23,9.9,6
9.1,0.4,0.69,0.5,1.8,0.071,7,16,0.99462,0.69,0.071,0.4,12.5,8
8,0.38,0.64,0.44,1.9,0.098,6,15,0.9956,0.64,0.098,0.38,11.4,6
10.2,0.29,0.63,0.65,2.4,0.075,6,17,0.99565,0.63,0.075,0.29,11.8,6
8.2,0.74,0.57,0.09,2,0.067,5,10,0.99418,0.57,0.067,0.74,11.8,6
7.7,0.61,0.6,0.18,2.4,0.083,6,20,0.9963,0.6,0.083,0.61,10.2,6
6.6,0.52,0.72,0.08,2.4,0.07,13,26,0.99358,0.72,0.07,0.52,12.5,7
11.1,0.31,0.83,0.53,2.2,0.06,3,10,0.99572,0.83,0.06,0.31,10.9,7
11.1,0.31,0.83,0.53,2.2,0.06,3,10,0.99572,0.83,0.06,0.31,10.9,7
8,0.62,0.62,0.35,2.8,0.086,28,52,0.997,0.62,0.086,0.62,10.8,5
9.3,0.33,0.89,0.45,1.5,0.057,19,37,0.99498,0.89,0.057,0.33,11.1,7
7.5,0.77,0.58,0.2,8.1,0.098,30,92,0.99892,0.58,0.098,0.77,9.2,5
7.2,0.35,0.58,0.26,1.8,0.083,33,75,0.9968,0.58,0.083,0.35,9.5,6
8,0.62,0.58,0.33,2.7,0.088,16,37,0.9972,0.58,0.088,0.62,10.7,6
7.5,0.77,0.58,0.2,8.1,0.098,30,92,0.99892,0.58,0.098,0.77,9.2,5
9.1,0.25,0.86,0.34,2,0.071,45,67,0.99769,0.86,0.071,0.25,10.2,7
9.9,0.32,0.73,0.56,2,0.073,3,8,0.99534,0.73,0.073,0.32,11.4,6
8.6,0.37,0.58,0.65,6.4,0.08,3,8,0.99817,0.58,0.08,0.37,11,5
8.6,0.37,0.58,0.65,6.4,0.08,3,8,0.99817,0.58,0.08,0.37,11,5
7.9,0.3,0.51,0.68,8.3,0.05,37.5,278,0.99316,0.51,0.05,0.3,12.3,7
10.3,0.27,0.51,0.56,1.4,0.047,3,8,0.99471,0.51,0.047,0.27,11.8,6
7.9,0.3,0.51,0.68,8.3,0.05,37.5,289,0.99316,0.51,0.05,0.3,12.3,7
7.2,0.38,0.59,0.3,1.8,0.073,31,70,0.99685,0.59,0.073,0.38,9.5,6
8.7,0.42,0.77,0.45,2.4,0.072,32,59,0.99617,0.77,0.072,0.42,12,6
7.2,0.38,0.59,0.3,1.8,0.073,31,70,0.99685,0.59,0.073,0.38,9.5,6
6.8,0.48,0.49,0.08,1.8,0.074,40,64,0.99529,0.49,0.074,0.48,9.6,5
8.5,0.34,0.66,0.4,4.7,0.055,3,9,0.99738,0.66,0.055,0.34,11.6,7
7.9,0.19,0.69,0.42,1.6,0.057,18,30,0.994,0.69,0.057,0.19,11.2,6
11.6,0.41,0.76,0.54,1.5,0.095,22,41,0.99735,0.76,0.095,0.41,9.9,7
11.6,0.41,0.76,0.54,1.5,0.095,22,41,0.99735,0.76,0.095,0.41,9.9,7
10,0.26,0.63,0.54,1.9,0.083,42,74,0.99451,0.63,0.083,0.26,11.8,8
7.9,0.34,0.6,0.42,2,0.086,8,19,0.99546,0.6,0.086,0.34,11.4,6
7,0.54,0.59,0.09,2,0.081,10,16,0.99479,0.59,0.081,0.54,11.5,6
9.2,0.31,0.86,0.36,2.2,0.079,11,31,0.99615,0.86,0.079,0.31,12,7
6.6,0.725,0.49,0.09,5.5,0.117,9,17,0.99655,0.49,0.117,0.725,10.8,6
9.4,0.4,0.5,0.47,2.5,0.087,6,20,0.99772,0.5,0.087,0.4,10.5,5
6.6,0.725,0.49,0.09,5.5,0.117,9,17,0.99655,0.49,0.117,0.725,10.8,6
8.6,0.52,0.52,0.38,1.5,0.096,5,18,0.99666,0.52,0.096,0.52,9.4,5
8,0.31,0.81,0.45,2.1,0.216,5,16,0.99358,0.81,0.216,0.31,12.5,7
8.6,0.52,0.52,0.38,1.5,0.096,5,18,0.99666,0.52,0.096,0.52,9.4,5
8.4,0.34,0.78,0.42,2.1,0.072,23,36,0.99392,0.78,0.072,0.34,12.4,6
7.4,0.49,0.63,0.27,2.1,0.071,14,25,0.99388,0.63,0.071,0.49,12,6
6.1,0.48,0.54,0.09,1.7,0.078,18,30,0.99402,0.54,0.078,0.48,11.2,6
7.4,0.49,0.63,0.27,2.1,0.071,14,25,0.99388,0.63,0.071,0.49,12,6
8,0.48,0.66,0.34,2.2,0.073,16,25,0.9936,0.66,0.073,0.48,12.4,6
6.3,0.57,0.6,0.28,2.1,0.048,13,49,0.99374,0.6,0.048,0.57,12.8,5
8.2,0.23,0.54,0.42,1.9,0.069,9,17,0.99376,0.54,0.069,0.23,12.3,6
9.1,0.3,0.85,0.41,2,0.068,10,24,0.99523,0.85,0.068,0.3,11.7,7
8.1,0.78,0.49,0.1,3.3,0.09,4,13,0.99855,0.49,0.09,0.78,9.5,5
10.8,0.47,0.76,0.43,2.1,0.171,27,66,0.9982,0.76,0.171,0.47,10.8,6
